simulation,y,ymin,ymax,.width,.point,.interval,divs,rhat,p_true
34,0.8651726500789176,0.8504811321981921,0.8794774301472607,0.8,mean,qi,0,TRUE,0.8552103210240602
35,0.09593457871095395,0.0830319319590483,0.10914459054943038,0.8,mean,qi,0,TRUE,0.08999045169912279
36,0.1977153103287192,0.18178991242442102,0.21392563905388975,0.8,mean,qi,0,TRUE,0.20855584205128253
37,0.5077416278919745,0.48481568915650447,0.5306993375205267,0.8,mean,qi,0,TRUE,0.5167141521815211
38,0.33711160034743026,0.3164796940555397,0.3579779326726695,0.8,mean,qi,0,TRUE,0.31558956718072295
39,0.6679884816961386,0.646214748947535,0.6897890434477243,0.8,mean,qi,0,TRUE,0.6799541853833944
40,0.7597919050590016,0.7377052685513771,0.7811815943474923,0.8,mean,qi,0,TRUE,0.7516838829033077
41,0.7321423993089272,0.7134300789864547,0.7499706693097011,0.8,mean,qi,0,TRUE,0.7476077962201089
42,0.8607914092703024,0.8432947325427529,0.8784092518097026,0.8,mean,qi,0,TRUE,0.8521936885081232
43,0.6073748925739604,0.5863509895308552,0.6274528643875852,0.8,mean,qi,0,TRUE,0.6048976888414472
44,0.9109952211835345,0.8957013246978893,0.9265541242926145,0.8,mean,qi,0,TRUE,0.9338142771739513
45,0.20283679591601694,0.18618849776827692,0.2193265441035239,0.8,mean,qi,0,TRUE,0.22331808228045702
46,0.8635211025167365,0.847095850595255,0.8795966516430431,0.8,mean,qi,0,TRUE,0.8702867105603218
47,0.3380851824145777,0.3180662668576175,0.3580909933280388,0.8,mean,qi,0,TRUE,0.3727894779294729
48,0.14006414647521906,0.12537502116238453,0.1552299336042955,0.8,mean,qi,0,TRUE,0.1356732586864382
49,0.5419990197619498,0.5217620521151336,0.562053238446944,0.8,mean,qi,0,TRUE,0.5454999473877251
50,0.18354527068950185,0.16826181565938875,0.19899421162476472,0.8,mean,qi,0,TRUE,0.1890331027098
51,0.6477815731496612,0.6259535090600689,0.6685535877964888,0.8,mean,qi,0,TRUE,0.6361167170107365
52,0.7832390066443012,0.7657099727265216,0.8008418900258879,0.8,mean,qi,0,TRUE,0.7764722860883921
53,0.1108986116342072,0.09728857040085316,0.12465712250826694,0.8,mean,qi,0,TRUE,0.11824128357693553
54,0.4300010465671802,0.4085749855758081,0.450856805793603,0.8,mean,qi,0,TRUE,0.42422689707018435
55,0.9637135207265828,0.9492246181012748,0.9787141888376273,0.8,mean,qi,0,TRUE,0.9651869107037783
56,0.7259438038950955,0.7079778401870132,0.7433371617064418,0.8,mean,qi,0,TRUE,0.7243430085945874
57,0.9869422067678423,0.9750032202898481,0.9971707825035048,0.8,mean,qi,0,TRUE,0.9633185984566808
58,0.9509199923390969,0.9383552028214293,0.963733362415568,0.8,mean,qi,0,TRUE,0.9482066708151251
59,0.9578666544857455,0.9399977939295313,0.9753633007156339,0.8,mean,qi,0,TRUE,0.9505944428965449
60,0.2694285595030556,0.2521615172917424,0.28720441015090337,0.8,mean,qi,0,TRUE,0.2529619694687426
61,0.016387328528796714,0.00994624577356715,0.023552559709906648,0.8,mean,qi,0,TRUE,0.011014267103746533
62,0.47648672182921853,0.45539489562272895,0.498129791261433,0.8,mean,qi,0,TRUE,0.45035787555389106
63,0.3349859870669471,0.31507345306355794,0.35447696368319637,0.8,mean,qi,0,TRUE,0.3153642099350691
64,0.7514829929775694,0.7297256774330462,0.7738906550946945,0.8,mean,qi,0,TRUE,0.7556746159680188
65,0.6100267681317515,0.5903205447743668,0.6294853964118406,0.8,mean,qi,0,TRUE,0.6137624082621187
66,0.5577268822167576,0.5363726789473147,0.5792858298172872,0.8,mean,qi,0,TRUE,0.5710020104888827
67,0.5921878640040322,0.5730192135981685,0.6112961117757013,0.8,mean,qi,0,TRUE,0.5839852457866073
68,0.7334803895824956,0.7141493789109189,0.7523217742605339,0.8,mean,qi,0,TRUE,0.7425828841514885
69,0.7601953412418039,0.7387557618182345,0.7821199277316724,0.8,mean,qi,0,TRUE,0.7739000711590052
70,0.10122212008444918,0.08736122633694847,0.1149554044557926,0.8,mean,qi,0,TRUE,0.09676136006601155
71,0.46167832452736207,0.43920822887843614,0.48379951535159094,0.8,mean,qi,0,TRUE,0.46375376358628273
72,0.6161493746963307,0.5908026835297325,0.6413410128310063,0.8,mean,qi,0,TRUE,0.5906786730047315
73,0.4696121704708727,0.4462425691630666,0.4929451378784447,0.8,mean,qi,0,TRUE,0.4634067500010133
74,0.8349508481315865,0.8173060100977856,0.8521246214385132,0.8,mean,qi,0,TRUE,0.8487625387497246
75,0.33813702266550216,0.3185761738449696,0.3577344110541194,0.8,mean,qi,0,TRUE,0.34917829162441194
76,0.7653603970130627,0.745367332902714,0.7855016116790347,0.8,mean,qi,0,TRUE,0.7605968716088682
77,0.32209991449052927,0.30305166008872964,0.3408845402473044,0.8,mean,qi,0,TRUE,0.3402790033724159
78,0.3807329304939445,0.3613146325416214,0.4001760919514488,0.8,mean,qi,0,TRUE,0.36843963502906263
79,0.9221009774343578,0.9093875219774856,0.9345233288457351,0.8,mean,qi,0,TRUE,0.9215551561210304
80,0.22185554073100283,0.2047446914339162,0.23889005063333874,0.8,mean,qi,0,TRUE,0.2244060542434454
81,0.10835158021207408,0.0949119303224959,0.12187006985106388,0.8,mean,qi,0,TRUE,0.11962526082061231
82,0.7168669684468413,0.6947474353934742,0.7390309038260436,0.8,mean,qi,0,TRUE,0.7281618935521692
83,0.9182362328138605,0.8991616036674187,0.937524947798408,0.8,mean,qi,0,TRUE,0.9197319410741329
84,0.8402455360004351,0.8233934266730734,0.8569934798227186,0.8,mean,qi,0,TRUE,0.8114681234583259
85,0.9873178503346854,0.9760882562437381,0.9972805716064626,0.8,mean,qi,1,TRUE,0.9964942454826087
86,0.15330509609363832,0.13786974667837437,0.1686713490978259,0.8,mean,qi,0,TRUE,0.15521432692185044
87,0.3751443265952837,0.3545148759890161,0.3964174732695925,0.8,mean,qi,0,TRUE,0.40288779721595347
88,0.5828592222732331,0.5632800905413446,0.6027418491269267,0.8,mean,qi,0,TRUE,0.5877959257923067
89,0.6060296343798008,0.5831979492486865,0.6284636207636893,0.8,mean,qi,0,TRUE,0.5800591288134456
90,0.3552026232970076,0.3353872510264416,0.37589826760187217,0.8,mean,qi,0,TRUE,0.3395551675930619
91,0.6087472636802107,0.5868739847019809,0.6304144993830902,0.8,mean,qi,0,TRUE,0.6182129140943289
92,0.8186608827734773,0.8013279337036191,0.8359294685896819,0.8,mean,qi,0,TRUE,0.8232418799307197
93,0.3647685132083281,0.34395675972273954,0.3853717875933001,0.8,mean,qi,0,TRUE,0.36583975702524185
94,0.70917828831504,0.6909144700112656,0.7270284916398744,0.8,mean,qi,0,TRUE,0.6904192382935435
95,0.9664628228399982,0.9521778475723539,0.9807614956612474,0.8,mean,qi,0,TRUE,0.9797523966990411
96,0.5125035019019459,0.4909869799125964,0.5333198505160307,0.8,mean,qi,0,TRUE,0.5351004307158291
97,0.09070794806364528,0.07729115567485145,0.10420516448495318,0.8,mean,qi,0,TRUE,0.06534583843313158
98,0.004964687373686566,0.001088993404250387,0.009470135646379916,0.8,mean,qi,0,TRUE,0.0038548996672034264
99,0.5755844635330762,0.5548197458239674,0.5963222924748398,0.8,mean,qi,0,TRUE,0.5686587106902152
100,0.991076491758551,0.9810312694176415,0.9987299968580764,0.8,mean,qi,0,TRUE,0.994760651839897
101,0.19615937074311096,0.17999969825001022,0.21239233332138524,0.8,mean,qi,0,TRUE,0.17451857472769916
102,0.18728520561919898,0.1713136360737548,0.20310806916514923,0.8,mean,qi,0,TRUE,0.22073285491205752
103,0.07786185644357464,0.06511755524004482,0.09138507688085278,0.8,mean,qi,0,TRUE,0.06892015319317579
104,0.9790566769785705,0.9636006203939775,0.9938709219193926,0.8,mean,qi,0,TRUE,0.9830007147975266
105,0.8309084954718844,0.8142222838064872,0.84711026763438535,0.8,mean,qi,0,TRUE,0.8450872667599469
106,0.5616593897819007,0.5375481067961757,0.5859835994070296,0.8,mean,qi,0,TRUE,0.565763243008405
107,0.21212467409021404,0.19514101324263694,0.22924597416993406,0.8,mean,qi,0,TRUE,0.23020052281208336
108,0.4218983498163533,0.4000659341043389,0.4440860503908706,0.8,mean,qi,0,TRUE,0.40187115082517266
109,0.47758919159948543,0.4570466472801339,0.4977784599304076,0.8,mean,qi,0,TRUE,0.501292779808864
110,0.5697494925589067,0.5491731557465707,0.5907601066718602,0.8,mean,qi,0,TRUE,0.5578726911917329
111,0.4902675023466947,0.46907003883858556,0.5123610895329307,0.8,mean,qi,0,TRUE,0.45513896411284804
112,0.7513031507581086,0.7344516997962315,0.7680945252849656,0.8,mean,qi,0,TRUE,0.7544021576177329
113,0.1993449596138986,0.18336432563133498,0.21576554891946478,0.8,mean,qi,0,TRUE,0.20283502154052258
114,0.22074087255548608,0.2035399884705081,0.23816759558907868,0.8,mean,qi,0,TRUE,0.2120245040860027
115,0.3699473009716836,0.3510656280980118,0.3899292326107636,0.8,mean,qi,0,TRUE,0.3571123513393104
116,0.8243744260358452,0.8064286717285379,0.8423643656870837,0.8,mean,qi,0,TRUE,0.796826591482386
117,0.9547876796129634,0.941204017461028,0.9686182887679776,0.8,mean,qi,0,TRUE,0.9452173253521323
118,0.2014592858590963,0.18457311167266555,0.21853801262434214,0.8,mean,qi,0,TRUE,0.20208639628253877
119,0.1538183499821911,0.13797312277977986,0.1696795529028547,0.8,mean,qi,0,TRUE,0.14970759116113186
120,0.8489162153859204,0.8310655829798264,0.8667033364808702,0.8,mean,qi,0,TRUE,0.8457296951673925
121,0.28041632165193503,0.261249123973143,0.3001049057987883,0.8,mean,qi,0,TRUE,0.2683047417085618
122,0.049529562823417826,0.04052252461881376,0.05905962828672541,0.8,mean,qi,0,TRUE,0.04661449650302529
123,0.912218802804393,0.8956845676579392,0.9289632024210838,0.8,mean,qi,0,TRUE,0.9319963953457773
124,0.6082250277259311,0.584702847947158,0.6312632524810484,0.8,mean,qi,0,TRUE,0.5827673422172666
125,0.3306758727379357,0.3113304390588518,0.3506216190345808,0.8,mean,qi,0,TRUE,0.3377638435922563
126,0.30142452561766414,0.28153456677447736,0.32157368985200474,0.8,mean,qi,0,TRUE,0.2869136293884367
127,0.6102830184953733,0.589870876802547,0.6310623859912767,0.8,mean,qi,0,TRUE,0.5930762744974345
128,0.10907383750565464,0.09509173343042825,0.12315656093018959,0.8,mean,qi,0,TRUE,0.08987168013118207
129,0.7367789321297242,0.7166955523608133,0.7568760175951966,0.8,mean,qi,0,TRUE,0.7410545656457543
130,0.9029796344987252,0.88943756178775,0.9163472906255639,0.8,mean,qi,0,TRUE,0.9001843715086579
131,0.21801233923436475,0.20152367258643095,0.23495673112113188,0.8,mean,qi,0,TRUE,0.235145220765844
132,0.657864971250394,0.6367679638323708,0.6786571299078076,0.8,mean,qi,0,TRUE,0.6310842691455036
133,0.2835330653186302,0.26456460457734826,0.3025465161495993,0.8,mean,qi,0,TRUE,0.3007241908926517
134,0.41277038261068927,0.3910608976952577,0.43469725738079135,0.8,mean,qi,0,TRUE,0.41221647267229855
135,0.036032155852152935,0.02699939579676733,0.046010553564104745,0.8,mean,qi,0,TRUE,0.03653113287873566
136,0.45700067884969303,0.4363320080945384,0.4780235417833405,0.8,mean,qi,0,TRUE,0.44739716639742255
137,0.8091346347911914,0.7935309708399436,0.8253476082000246,0.8,mean,qi,0,TRUE,0.8107697439845651
138,0.8901166282637937,0.8726610031147307,0.9069902595051307,0.8,mean,qi,0,TRUE,0.8943926384672523
139,0.6782050017214579,0.6582416804616529,0.6984140349747924,0.8,mean,qi,0,TRUE,0.6610549078322947
140,0.9114016762908212,0.8962928639633949,0.926826216962176,0.8,mean,qi,0,TRUE,0.9267971254885197
141,0.3974236023020224,0.37517232613910206,0.4199449345277256,0.8,mean,qi,0,TRUE,0.39761003921739757
142,0.2237567262187033,0.20680976850775704,0.24099681029457135,0.8,mean,qi,0,TRUE,0.22073433315381408
143,0.5769000223477494,0.5528406126038361,0.6006479848406919,0.8,mean,qi,0,TRUE,0.5836931020021439
144,0.5326914622114693,0.5101977562249753,0.5546042567216087,0.8,mean,qi,0,TRUE,0.5316404341720045
145,0.877197609493758,0.8595101059894752,0.8954620184168519,0.8,mean,qi,0,TRUE,0.8939376305788755
146,0.9887482336395691,0.9790777277588143,0.9973560622263373,0.8,mean,qi,0,TRUE,0.9991876070853323
147,0.38617051180612993,0.36742614732761586,0.40465503628643135,0.8,mean,qi,0,TRUE,0.39449476869776845
148,0.3940237142387547,0.3750411878833674,0.41263139575766233,0.8,mean,qi,0,TRUE,0.40213352954015136
149,0.15088750173333895,0.1351466747509713,0.16644718917710222,0.8,mean,qi,0,TRUE,0.17301380587741733
150,0.36178653328673865,0.3426549264355411,0.3816564513265796,0.8,mean,qi,0,TRUE,0.35753024206496775
151,0.8304383259524312,0.8145258369174191,0.8462404597154018,0.8,mean,qi,0,TRUE,0.8346732698846608
152,0.4554762943128,0.43525979650890123,0.4764924348158793,0.8,mean,qi,0,TRUE,0.47397390264086425
153,0.26005101135700087,0.2421562031772206,0.278100900064052,0.8,mean,qi,0,TRUE,0.2702892026863992
154,0.17497620402565006,0.15941930349447012,0.19072053228004052,0.8,mean,qi,0,TRUE,0.18864023475907743
155,0.31568300667959426,0.2961656977270239,0.33560864517577127,0.8,mean,qi,0,TRUE,0.3344564912840724
156,0.39392491572177774,0.3740886476770912,0.41372803432474925,0.8,mean,qi,0,TRUE,0.3597351692151278
157,0.5441195773753434,0.523812416531678,0.5650608317614224,0.8,mean,qi,0,TRUE,0.5315378934610635
158,0.9371466011569106,0.9217572650443303,0.9528946674582326,0.8,mean,qi,0,TRUE,0.9324331688694656
159,0.5403497555737911,0.5181266208654358,0.5619065551357654,0.8,mean,qi,0,TRUE,0.5243232313077897
160,0.41537643860179063,0.39381736622932473,0.4368285179858546,0.8,mean,qi,0,TRUE,0.40244455146603286
161,0.8184434321891978,0.8011512601363524,0.8359300518283984,0.8,mean,qi,0,TRUE,0.8270212456118315
162,0.23497420073757694,0.21721274211651187,0.25295233216973556,0.8,mean,qi,0,TRUE,0.26167114335112274
163,0.029520561530032005,0.022612749616773998,0.03683631316507191,0.8,mean,qi,0,TRUE,0.026207786984741688
164,0.2419626742398652,0.22406988999332417,0.26031000268629956,0.8,mean,qi,0,TRUE,0.2491396414116025
165,0.2947099156693993,0.27555094644117817,0.31376633901575146,0.8,mean,qi,0,TRUE,0.3040295257233083
166,0.45785974829986864,0.43685045352944524,0.4787436718144145,0.8,mean,qi,0,TRUE,0.4553701758850366
167,0.3565892878003146,0.3374737889959097,0.3758905424895704,0.8,mean,qi,0,TRUE,0.3693822589702904
168,0.8601630001296865,0.8451435399584057,0.874922508343274,0.8,mean,qi,0,TRUE,0.8781321030110121
169,0.26291230081754086,0.24551794475464267,0.28005572335214224,0.8,mean,qi,0,TRUE,0.2565521555952728
170,0.4498707850625726,0.42791288540861744,0.47190691377269045,0.8,mean,qi,0,TRUE,0.4371395616326481
171,0.5853867872402976,0.5661777428207971,0.6046499500216658,0.8,mean,qi,0,TRUE,0.6033611430320889
172,0.22033760326893032,0.20333871857376118,0.23732779068265045,0.8,mean,qi,0,TRUE,0.2086779372766614
173,0.8134852136138245,0.7956288143638541,0.8310692012012842,0.8,mean,qi,0,TRUE,0.8072553721722215
174,0.3714072709244836,0.35097501403723935,0.39179501026221897,0.8,mean,qi,0,TRUE,0.38495804509148
175,0.34248308178375575,0.3215017945055389,0.3633935026885572,0.8,mean,qi,0,TRUE,0.34709461126476526
176,0.5004122015865825,0.47711424237980526,0.5242095751606297,0.8,mean,qi,0,TRUE,0.5151029122062027
177,0.5363730769127393,0.5149257626200592,0.5577906251878666,0.8,mean,qi,0,TRUE,0.5416926434263587
178,0.6140573055475613,0.593057461614802,0.6351120566810999,0.8,mean,qi,0,TRUE,0.6316882048267871
179,0.5938369814881637,0.5709685808556493,0.6163416307205255,0.8,mean,qi,0,TRUE,0.5861280241515487
180,0.7138147646764299,0.6942100392016757,0.7336958902162626,0.8,mean,qi,0,TRUE,0.7200349532067776
181,0.5068747782434432,0.4851261898475143,0.5291492202504595,0.8,mean,qi,0,TRUE,0.4997954973950982
182,0.4957394448633627,0.4750600918672915,0.5161196830596942,0.8,mean,qi,0,TRUE,0.5060790230054408
183,0.38350362165692564,0.3629662069096281,0.4038716677233854,0.8,mean,qi,0,TRUE,0.3844739010091871
184,0.24300272407233658,0.2249895084482294,0.26073350485350666,0.8,mean,qi,0,TRUE,0.23074709135107696
185,0.703261431939856,0.6822640821655247,0.7233654561482808,0.8,mean,qi,0,TRUE,0.7246377589181066
186,0.1736326868283844,0.15856506225936695,0.18844355524832834,0.8,mean,qi,0,TRUE,0.16201561014167964
187,0.4893153087575142,0.46667400440036666,0.5127538002479318,0.8,mean,qi,0,TRUE,0.4800382850226015
188,0.4544686555252208,0.4346284280869071,0.47409497280535434,0.8,mean,qi,0,TRUE,0.4452573340386152
189,0.3760027165505296,0.3560627670754954,0.39629463331221443,0.8,mean,qi,0,TRUE,0.38939193822443485
190,0.8359332916369742,0.8171495777182168,0.8546285059675582,0.8,mean,qi,0,TRUE,0.8428357760421932
191,0.9127858383045443,0.8979573480785066,0.9275936870748014,0.8,mean,qi,0,TRUE,0.9023738855030388
192,0.33090633476949144,0.31105733861934753,0.3508601553555424,0.8,mean,qi,0,TRUE,0.33942128787748516
193,0.08659031142014036,0.07490544746490502,0.09847123530777746,0.8,mean,qi,0,TRUE,0.08776239096187055
194,0.659188232173133,0.6376643377930986,0.6805677335863322,0.8,mean,qi,0,TRUE,0.6617110017687082
195,0.5876303478000522,0.5663490346255705,0.6080967676652513,0.8,mean,qi,0,TRUE,0.5853590306360275
196,0.9582696245034628,0.9414222861073656,0.9751947506883653,0.8,mean,qi,0,TRUE,0.9494149119127542
197,0.8763187925630327,0.8618552140767018,0.8905190428673985,0.8,mean,qi,0,TRUE,0.870607553049922
198,0.4722436516927059,0.45152537617218,0.49300519107750307,0.8,mean,qi,0,TRUE,0.4850622699595988
199,0.28183501280772916,0.2639332869647878,0.3007820675496315,0.8,mean,qi,0,TRUE,0.3041377349290997
200,0.03513481668810354,0.027023350631569864,0.04371850693050829,0.8,mean,qi,0,TRUE,0.02744907862506807
201,0.2667548295014157,0.24927129885325078,0.28438371454203265,0.8,mean,qi,0,TRUE,0.24490294558927417
202,0.8695419909028987,0.8500830029520404,0.8892000966338662,0.8,mean,qi,0,TRUE,0.8534543111454695
203,0.3496085573120411,0.3294238646449703,0.37039419053038075,0.8,mean,qi,0,TRUE,0.3560590925626457
204,0.9847204391345887,0.9715555669133331,0.9966323946863611,0.8,mean,qi,0,TRUE,0.9987932066433132
205,0.3373021098533822,0.3178211015334448,0.35717391064030424,0.8,mean,qi,0,TRUE,0.34280317835509777
206,0.903326448805508,0.8889833247589236,0.9179162258317639,0.8,mean,qi,0,TRUE,0.921998152974993
207,0.5689653810432369,0.5451035928549353,0.5926969226044777,0.8,mean,qi,0,TRUE,0.585231376811862
208,0.0776861937589908,0.06500999473902147,0.09058685766209819,0.8,mean,qi,0,TRUE,0.08618771564215422
209,0.45958149190327924,0.4383937279072991,0.4806064051242851,0.8,mean,qi,0,TRUE,0.46335338964127004
210,0.052200708738178295,0.042551114867451036,0.06210888508593343,0.8,mean,qi,0,TRUE,0.06305627897381783
211,0.07298895489455375,0.0611572162545093,0.08525335413373988,0.8,mean,qi,0,TRUE,0.05717160413041711
212,0.6111262930453565,0.5882967435990548,0.63369325135271,0.8,mean,qi,0,TRUE,0.6274364986456931
213,0.4038789898131378,0.3821106406536834,0.4257038135959779,0.8,mean,qi,0,TRUE,0.4034729734994471
214,0.3872839608836736,0.36670424505938687,0.408203246922395,0.8,mean,qi,0,TRUE,0.3711465522646904
215,0.7520976217535925,0.7326466816659113,0.7721317277555385,0.8,mean,qi,0,TRUE,0.7210132710170001
216,0.9642899792320528,0.9489941113423856,0.9794609467941717,0.8,mean,qi,0,TRUE,0.9612754245754331
217,0.12215928070294464,0.10825341341679982,0.13666879469329837,0.8,mean,qi,0,TRUE,0.11798312095925212
218,0.5530508534994695,0.5334955554396748,0.5726961591884785,0.8,mean,qi,0,TRUE,0.5674713863991201
219,0.328428175144695,0.30933850844599153,0.34739830656535675,0.8,mean,qi,0,TRUE,0.3549877170007676
220,0.46076918985224136,0.4393351056257385,0.4835339035795807,0.8,mean,qi,0,TRUE,0.459518738090992
221,0.9363078123408629,0.9243189102085451,0.9483488319042582,0.8,mean,qi,0,TRUE,0.9287161575630307
222,0.5302397511381328,0.5083267689313885,0.5526788475047096,0.8,mean,qi,0,TRUE,0.5331321912817657
223,0.9378857848355456,0.9246146056974115,0.9505790109344595,0.8,mean,qi,0,TRUE,0.950355171225965
224,0.5880809049164992,0.5642848946380096,0.6115694533177765,0.8,mean,qi,0,TRUE,0.5667468069586903
225,0.8950457907191759,0.8794664012110219,0.9112876770466054,0.8,mean,qi,0,TRUE,0.8815702276770025
226,0.4234564961662307,0.4016086942223519,0.445989418117555,0.8,mean,qi,0,TRUE,0.416959579102695
227,0.15378581972004535,0.14008593389352406,0.1678632908128204,0.8,mean,qi,0,TRUE,0.13555267453193665
228,0.2858756938696364,0.26790876306182804,0.30407425477550465,0.8,mean,qi,0,TRUE,0.2631786083802581
229,0.6993816266383122,0.6806568531338072,0.7176426931995795,0.8,mean,qi,0,TRUE,0.6839187704026699
230,0.24977273309733847,0.23235342057044042,0.26692242673926553,0.8,mean,qi,0,TRUE,0.25367616955190897
231,0.3168291907332094,0.29818213901549456,0.3360910687233869,0.8,mean,qi,0,TRUE,0.3375869372393936
232,0.10560095900145042,0.09304141317493604,0.11890011568767467,0.8,mean,qi,0,TRUE,0.12037519225850701
233,0.9448690679758615,0.9272716069680159,0.9619890279767742,0.8,mean,qi,0,TRUE,0.9430249123834074
234,0.4507035659785924,0.4264420232538447,0.47485757789767935,0.8,mean,qi,0,TRUE,0.469624723540619
235,0.791251612446668,0.7757431989203936,0.8061757638528619,0.8,mean,qi,0,TRUE,0.7984841933939606
236,0.0038076562135056185,6.773310550434871e-4,0.007657380086946014,0.8,mean,qi,0,TRUE,0.004709339002147317
237,0.8440678854936962,0.8264572647150155,0.8614619090739573,0.8,mean,qi,0,TRUE,0.8444271858315915
238,0.5826661222689353,0.5628629593612058,0.6024162656876656,0.8,mean,qi,0,TRUE,0.5554672311991453
239,0.9108991785418716,0.8930171052443131,0.9289501575018643,0.8,mean,qi,0,TRUE,0.9105258756317198
240,0.3181400968271985,0.29972808612818425,0.336770853707841,0.8,mean,qi,0,TRUE,0.32032385212369263
241,0.8373312995350162,0.8205818697870355,0.8538402411685889,0.8,mean,qi,0,TRUE,0.8445973037742078
242,0.10439945130925724,0.09140220837282012,0.11801488108739541,0.8,mean,qi,0,TRUE,0.1253601300995797
243,0.07840305576786868,0.06625427421328973,0.09075839492323301,0.8,mean,qi,0,TRUE,0.08661926025524735
244,0.3761737573705057,0.35556785046780093,0.39630605376948186,0.8,mean,qi,0,TRUE,0.37489584600552917
245,0.5551280678652848,0.5352019169124039,0.5750649170798716,0.8,mean,qi,0,TRUE,0.5631793504580855
246,0.7466383600839208,0.7284820194372068,0.7648943163169821,0.8,mean,qi,0,TRUE,0.7309549918863922
247,0.010948575688234288,0.005896254483079857,0.016207126620831198,0.8,mean,qi,0,TRUE,0.007124557858332992
248,0.7352831131190558,0.7142995206447201,0.7549356267099243,0.8,mean,qi,0,TRUE,0.7238525096327066
249,0.1545107470231119,0.1382144641483605,0.17087070400044652,0.8,mean,qi,0,TRUE,0.1462485429365188
250,0.8448944711091414,0.8267180923420517,0.8625863869690873,0.8,mean,qi,0,TRUE,0.8552444337401539
251,0.5151784461829882,0.4917507773558228,0.5391996147889294,0.8,mean,qi,0,TRUE,0.5068860079627484
252,0.8905639330075737,0.8756164226176084,0.9053809291309854,0.8,mean,qi,0,TRUE,0.8915109257213771
253,0.055056435403160034,0.045240990154790744,0.06516794788946824,0.8,mean,qi,0,TRUE,0.057818069122731686
254,0.018222856646071362,0.012016736107098315,0.024888956490921793,0.8,mean,qi,0,TRUE,0.014003093587234616
255,0.6669956896083247,0.6465610637519695,0.6873230336314542,0.8,mean,qi,0,TRUE,0.6556468282360584
256,0.8818148360189265,0.8666229235733953,0.8964504571871861,0.8,mean,qi,0,TRUE,0.8859282128978521
257,0.4722090935864563,0.45234937531797803,0.4920978516098642,0.8,mean,qi,0,TRUE,0.4825275861658156
258,0.6908999145635951,0.6743720080379341,0.7077840596203637,0.8,mean,qi,0,TRUE,0.6840200964361429
259,0.8929463424616714,0.877484514774116,0.9085358619117379,0.8,mean,qi,0,TRUE,0.8521723579615355
260,0.18851179572186458,0.17209591968544896,0.2054998246259392,0.8,mean,qi,0,TRUE,0.20219553518109024
261,0.6511622828777921,0.6264531582184881,0.6758916065424906,0.8,mean,qi,0,TRUE,0.6137320073321462
262,0.11238485574397614,0.09868041369275221,0.1262927059124897,0.8,mean,qi,0,TRUE,0.10498834564350545
263,0.12224017960252269,0.10927507023690344,0.13575624463061145,0.8,mean,qi,0,TRUE,0.11884741415269673
264,0.005012143534212926,0.001411963065113558,0.00902569228381965,0.8,mean,qi,0,TRUE,0.0030039604753255844
265,0.7962162101125541,0.7776712355918923,0.8139372789775672,0.8,mean,qi,0,TRUE,0.8095209081657231
266,0.05502253405184344,0.04573152972291217,0.06468076746875151,0.8,mean,qi,0,TRUE,0.046192174311727285
267,0.8829441904955553,0.8686973366810055,0.897381197734625,0.8,mean,qi,0,TRUE,0.8798834483604878
268,0.4522900292489175,0.4301269124296093,0.474766108371344,0.8,mean,qi,0,TRUE,0.4513335863593966
269,0.6438870624452268,0.6205429607290851,0.6665489462142735,0.8,mean,qi,0,TRUE,0.598572650924325
270,0.5476057202847422,0.5252762710126972,0.5698963436585633,0.8,mean,qi,0,TRUE,0.5361433825455606
271,0.5579680600502192,0.5365476918245524,0.5801353412219725,0.8,mean,qi,0,TRUE,0.5459766627755016
272,0.05065343784396329,0.03916534038049019,0.06282871656932054,0.8,mean,qi,0,TRUE,0.04492347501218319
273,0.7995888073615437,0.7843832383816051,0.8146298785812485,0.8,mean,qi,0,TRUE,0.7880898171570152
274,0.01190145902450694,0.006825759319423133,0.01740374760347437,0.8,mean,qi,0,TRUE,0.015718341572210193
275,0.4982529388368733,0.4777906286661123,0.5194157404261098,0.8,mean,qi,0,TRUE,0.5037096575833857
276,0.2954744070521139,0.2758736349744103,0.3151067712683159,0.8,mean,qi,0,TRUE,0.31395767838694155
277,0.16810271917613898,0.15267533643703485,0.18394010498688704,0.8,mean,qi,0,TRUE,0.16529573313891888
278,0.7677769055604305,0.7496593953702181,0.7861209087280425,0.8,mean,qi,0,TRUE,0.7525647287257016
279,0.7756889824480766,0.7581351246935334,0.7934758261312919,0.8,mean,qi,0,TRUE,0.7947013005614281
280,0.20733161634904546,0.19166491576158648,0.22308869086335356,0.8,mean,qi,0,TRUE,0.21156968269497156
281,0.7975864175906329,0.78047600437164,0.8142827790417514,0.8,mean,qi,0,TRUE,0.7859033038839698
282,0.8321419954938278,0.8155421413849748,0.8488115195048905,0.8,mean,qi,0,TRUE,0.8267732516396791
283,0.4139554160729355,0.39259309866243114,0.4345943282366135,0.8,mean,qi,0,TRUE,0.44237255258485675
284,0.10149973016895693,0.08833083953951895,0.1150564995892781,0.8,mean,qi,0,TRUE,0.11422897852025926
285,0.18711559188121643,0.17131555936653353,0.20271760387588084,0.8,mean,qi,0,TRUE,0.20617363788187504
286,0.2369274845661595,0.2204790020621309,0.2540156555476445,0.8,mean,qi,0,TRUE,0.21850297250784934
287,0.20165186233188473,0.18562253749332044,0.2178342356216523,0.8,mean,qi,0,TRUE,0.21896882308647037
